-0.199106 -0.199100
-0.659616 -0.661207
-1.381528 -1.386320
-2.364845 -2.374439
-3.609565 -3.625565
-5.115688 -5.139698
-6.883214 -6.916837
-8.912144 -8.956983
-11.202478 -11.260135
-13.754215 -13.826294
-16.567355 -16.655459
-19.641899 -19.747631
-22.977846 -23.102810
-24.908261 -25.296580
-26.861945 -27.549868
-28.838899 -29.862675
-30.839122 -32.235001
-32.862616 -34.666845
-34.909379 -37.158208
-36.979411 -39.257595
-39.072714 -41.371350
-41.189286 -43.499475
-43.329128 -45.641968
-45.492239 -47.798831
-47.678621 -49.970063
-49.888272 -52.155664
-52.121192 -54.355634
-54.377383 -56.569973
-56.656843 -58.798682
-58.959573 -61.041759
-61.285572 -63.299206
-63.634841 -65.571021
-66.007380 -67.857206
-68.403189 -70.157760
-70.822267 -72.472683
-73.264615 -74.801975
-75.730233 -77.145637
-78.219120 -79.503667
-80.731277 -81.876067
-83.266704 -84.262835
-85.825400 -86.663973
-88.407367 -89.079480
-91.012602 -91.509356
-93.641108 -93.953601
-96.292883 -96.412215
-98.967928 -98.885198
-101.666243 -101.372551
-104.387827 -103.874272
-107.132682 -106.390363
-109.900805 -108.920823
-112.692199 -111.465652
-115.506862 -114.024850
-118.344795 -116.598417
-121.205998 -119.186353
-124.090470 -121.788658
-126.428244 -124.150454
-128.768931 -126.517515
-131.112532 -128.889843
-133.459046 -131.267438
-135.808475 -133.650298
-138.160816 -136.038425
-140.516072 -138.431818
-142.874241 -140.830478
-145.235324 -143.234403
-147.599321 -145.643595
-149.966232 -148.058054
-152.336056 -150.477778
-154.708793 -152.902769
-157.084445 -155.333026
-159.463010 -157.768550
-161.844489 -160.209339
-164.228881 -162.655395
-166.616187 -165.106718
-169.006407 -167.563306
-171.399541 -170.025161
-173.795588 -172.492283
-176.194549 -174.964670
-178.596424 -177.442324
-181.001212 -179.925244
-183.408914 -182.312906
-185.819530 -184.703322
-188.233059 -187.096491
-190.649502 -189.492413
-193.068859 -191.891088
-195.491129 -194.292516
-197.916313 -196.696698
-200.344411 -199.103632
-202.775422 -201.513320
-205.209347 -203.925761
-207.646186 -206.340956
-210.085939 -208.758903
-212.528605 -211.179604
-214.974185 -213.603057
-217.422678 -216.029265
-219.874086 -218.458225
-222.328407 -220.889938
-224.785641 -223.324405
-227.245789 -225.761625
-229.708851 -228.201598
-232.174827 -230.644324
-234.643716 -233.089803
-237.115520 -235.538036
-239.590236 -237.989021
-242.067867 -240.442760
-244.548411 -242.899253
-247.031869 -245.358498
-249.518240 -247.820496
-252.007525 -250.285248
-254.499724 -252.752753
-256.994836 -255.223011
-259.492863 -257.696022
-261.993803 -260.171787
-264.497656 -262.650305
-267.004423 -265.131575
-269.514104 -267.615599
-272.026699 -270.102377
-274.542207 -272.591907
-277.060629 -275.084191
-279.581965 -277.579228
-282.106214 -280.077018
-284.633377 -282.577561
-287.163454 -285.080857
-289.696445 -287.586907
-292.232349 -290.095710
-294.771166 -292.607265
-297.312898 -295.121575
-299.857543 -297.638637
-302.405102 -300.158452
-304.955574 -302.681021
-307.508961 -305.206343
-310.065261 -307.734418
-312.624474 -310.265247
-315.186601 -312.798828
-317.751642 -315.335163
-320.319597 -317.874251
-322.890465 -320.416092
-325.464247 -322.960686
-328.040943 -325.508033
-330.620552 -328.058134
-333.203075 -330.610988
-335.788512 -333.166595
-338.376863 -335.724955
-340.968127 -338.286068
-343.562304 -340.849935
-346.159396 -343.416555
-348.759401 -345.985928
-351.362320 -348.558054
-353.814559 -351.045495
-356.267636 -353.534508
-358.721551 -356.025092
-361.176304 -358.517248
-363.631895 -361.010976
-366.088324 -363.506275
-368.545592 -366.003146
-371.003697 -368.501588
-373.462641 -371.001602
-375.922422 -373.503188
-378.383042 -376.006345
-380.844500 -378.511074
-383.306796 -381.017374
-385.769930 -383.525246
-388.233902 -386.034690
-390.698712 -388.545705
-393.164361 -391.058292
-395.630847 -393.572450
-398.098171 -396.088180
-400.566334 -398.605481
-403.035335 -401.124355
-405.505174 -403.644799
-407.975850 -406.166816
-410.447365 -408.690403
